Kilometre,Marka,Model_Yili,Motor_Hacmi,Vites_Tipi,Yakit_Turu,Cekis_Tipi,Fiyat
54.479,7,2022,15.0,1,1,1,1362000.0
73.631,6,2022,12.0,0,1,1,694000.0
98.943,12,2021,16.0,1,1,0,1854000.0
60.857,2,2021,16.0,1,0,0,1930000.0
49.803,21,2022,1.0,2,0,1,1067000.0
74.881,16,2021,15.0,1,1,1,1285000.0
246.0,7,2013,18.0,0,1,1,545000.0
42.75,14,2013,1.0,2,0,1,789000.0
55.621,7,2022,15.0,1,1,1,1389000.0
58.541,7,2022,15.0,1,1,1,1323000.0
51.567,10,2022,13.0,2,0,1,1058000.0
72.576,7,2022,15.0,1,1,1,1151000.0
45.563,22,2022,15.0,1,0,1,2158000.0
43.722,1,2022,15.0,2,0,1,2003000.0
76.874,6,2021,12.0,0,1,1,656000.0
47.594,16,2022,15.0,1,1,1,1216000.0
37.533,16,2022,15.0,1,1,1,1566000.0
135.972,14,2020,15.0,2,1,1,1069000.0
64.318,7,2022,15.0,1,1,1,1137000.0
71.544,6,2020,16.0,2,1,1,957000.0
52.36,17,2021,13.0,2,0,1,818000.0
44.631,16,2022,15.0,1,1,1,1144000.0
119.773,7,2020,15.0,1,1,1,993000.0
44.612,6,2022,12.0,0,1,1,721000.0
146.478,7,2018,15.0,2,1,1,751500.0
44.005,16,2022,15.0,1,1,1,1557000.0
46.259,1,2022,15.0,2,0,1,1999000.0
153.935,21,2017,2.0,0,1,1,930000.0
199.703,6,2019,13.0,0,1,1,524000.0
46.362,7,2022,15.0,0,1,1,725000.0
95.164,7,2020,15.0,1,1,1,961000.0
97.368,7,2020,15.0,0,1,1,656500.0
153.016,17,2019,15.0,2,1,1,753000.0
39.68,1,2022,15.0,2,0,1,2031000.0
88.637,7,2020,15.0,0,1,1,687500.0
66.167,15,2021,12.0,1,0,1,1141000.0
58.004,7,2022,15.0,1,1,1,1300000.0
58.882,15,2020,15.0,1,1,1,1054000.0
49.845,6,2022,12.0,0,1,1,728000.0
170.237,14,2020,15.0,2,1,1,1030000.0
46.475,4,2021,12.0,1,0,1,1167000.0
84.965,6,2022,12.0,0,1,1,693500.0
198.411,14,2020,15.0,2,1,1,998000.0
43.333,16,2022,15.0,1,1,1,1543000.0
48.055,7,2022,15.0,0,1,1,818000.0
103.804,17,2019,15.0,2,1,1,829000.0
129.77,7,2020,15.0,1,1,1,961000.0
82.914,2,2018,16.0,1,0,0,2144000.0
45.668,2,2022,16.0,1,0,0,2286000.0
74.884,2,2021,16.0,1,0,0,1932000.0
50.074,6,2022,12.0,0,1,1,702500.0
88.683,16,2019,15.0,1,1,1,1187000.0
61.988,7,2022,15.0,1,1,1,1379000.0
46.558,6,2022,12.0,0,1,1,706000.0
72.277,2,2018,15.0,1,1,1,1608000.0
46.517,7,2022,15.0,1,1,1,1388000.0
174.107,6,2020,12.0,0,1,1,566500.0
45.786,6,2022,12.0,0,1,1,670000.0
107.063,6,2020,12.0,0,1,1,573000.0
79.927,0,2018,16.0,1,1,1,799000.0
62.618,6,2022,12.0,0,1,1,666000.0
17.347,6,2020,16.0,2,1,1,818000.0
163.731,7,2018,15.0,1,1,1,736000.0
46.366,6,2022,12.0,0,1,1,733000.0
50.413,2,2018,15.0,1,1,1,1550000.0
138.977,7,2018,15.0,1,1,1,884000.0
46.591,6,2022,12.0,0,1,1,683500.0
98.643,7,2020,15.0,0,1,1,709000.0
96.583,5,2021,15.0,0,1,1,797000.0
46.374,6,2022,12.0,0,1,1,688500.0
70.216,16,2021,12.0,1,0,1,1013000.0
72.985,17,2021,15.0,2,1,1,849000.0
37.342,16,2021,15.0,1,1,1,1469000.0
94.612,16,2021,15.0,1,1,1,859000.0
99.236,16,2021,15.0,1,1,1,881000.0
42.294,7,2022,1.0,2,0,1,1055000.0
39.415,1,2022,15.0,2,0,1,2012000.0
71.731,7,2022,15.0,1,1,1,1128000.0
33.123,2,2021,16.0,1,0,0,2133000.0
56.856,16,2021,12.0,1,0,1,1088000.0
39.704,16,2021,15.0,1,1,1,1451000.0
69.647,17,2021,15.0,2,1,1,859000.0
55.385,7,2022,15.0,1,1,1,1151000.0
129.497,17,2019,15.0,2,1,1,795000.0
48.1,6,2022,12.0,0,1,1,704500.0
52.054,6,2022,12.0,0,1,1,701500.0
75.74,12,2021,16.0,1,1,0,1902000.0
116.853,7,2019,15.0,1,1,1,841000.0
199.077,7,2017,15.0,2,1,1,720000.0
119.462,6,2019,12.0,0,1,1,676500.0
125.436,6,2018,16.0,2,1,1,665000.0
121.268,6,2019,13.0,0,1,1,611500.0
53.183,6,2020,12.0,0,1,1,669000.0
92.066,7,2020,15.0,0,1,1,735000.0
40.691,16,2021,15.0,1,1,1,1509000.0
79.49,15,2020,16.0,1,1,1,1055000.0
48.739,7,2022,15.0,0,1,1,859000.0
214.63,7,2017,15.0,2,1,1,685000.0
198.514,7,2017,15.0,2,1,1,676500.0
80.523,20,2021,18.0,1,3,1,840000.0
45.75,6,2022,12.0,0,1,1,747500.0
110.118,17,2019,15.0,2,1,1,818000.0
67.364,17,2021,15.0,2,1,1,851000.0
50.73,6,2022,12.0,0,1,1,717500.0
63.039,15,2021,12.0,1,0,1,1267000.0
65.512,16,2021,15.0,1,1,1,1148000.0
149.545,7,2018,15.0,1,1,1,735000.0
41.709,17,2022,13.0,2,0,1,979000.0
69.653,12,2021,16.0,1,1,0,1979000.0
118.619,19,2019,16.0,2,1,1,837000.0
43.18,7,2022,15.0,1,1,1,1256000.0
83.059,19,2020,15.0,2,0,1,1152000.0
37.38,16,2022,15.0,1,1,1,1521000.0
50.399,1,2022,15.0,2,0,1,1573000.0
126.378,16,2019,15.0,1,1,1,1119000.0
104.907,7,2018,15.0,2,1,1,759000.0
104.907,7,2018,15.0,2,1,1,759000.0
49.888,6,2022,12.0,0,1,1,710000.0
51.826,7,2022,15.0,1,1,1,1394000.0
51.826,7,2022,15.0,1,1,1,1394000.0
54.679,7,2022,15.0,1,1,1,1349000.0
69.17,17,2021,15.0,2,1,1,829000.0
43.991,1,2022,15.0,2,0,1,2025000.0
50.644,6,2021,12.0,0,1,1,680500.0
62.439,17,2022,13.0,2,0,1,873000.0
62.439,17,2022,13.0,2,0,1,873000.0
44.882,7,2022,15.0,0,1,1,726000.0
44.882,7,2022,15.0,0,1,1,726000.0
70.171,8,2021,15.0,1,0,1,1131000.0
47.973,6,2022,12.0,0,1,1,719500.0
50.628,6,2022,12.0,0,1,1,759000.0
62.406,7,2022,15.0,1,1,1,1379000.0
41.311,17,2022,13.0,2,0,1,989000.0
41.311,17,2022,13.0,2,0,1,1029000.0
206.831,17,2019,15.0,2,1,1,713000.0
186.831,16,2019,15.0,1,1,1,1051000.0
45.004,17,2022,13.0,2,0,1,864000.0
15.831,7,2022,15.0,1,0,1,1189000.0
48.711,6,2022,12.0,0,1,1,700000.0
70.108,7,2022,15.0,1,1,1,1289000.0
74.117,2,2021,16.0,1,0,0,2477000.0
50.329,7,2022,15.0,0,1,1,722000.0
70.835,16,2019,15.0,1,1,1,1206000.0
45.225,7,2022,15.0,0,1,1,828000.0
78.29,16,2019,15.0,1,1,1,1137000.0
80.513,6,2022,16.0,2,1,1,720500.0
123.475,15,2020,16.0,1,1,1,888000.0
104.525,7,2020,15.0,0,1,1,697500.0
20.01,9,2022,14.0,1,0,1,747500.0
97.052,6,2020,12.0,0,1,1,595000.0
45.246,7,2022,15.0,0,1,1,690000.0
137.67,7,2020,15.0,1,1,1,1003000.0
78.018,6,2020,12.0,0,1,1,609500.0
131.061,7,2019,15.0,1,1,1,812000.0
70.221,16,2021,15.0,1,1,1,1194000.0
70.221,16,2021,15.0,1,1,1,1217000.0
56.908,4,2021,12.0,1,0,1,1134000.0
35.146,17,2022,13.0,2,0,1,1028000.0
43.062,2,2022,16.0,1,0,0,2900000.0
137.271,16,2019,15.0,1,1,1,1129000.0
137.271,16,2019,15.0,1,1,1,1129000.0
46.413,6,2022,14.0,0,0,1,648000.0
92.716,7,2020,15.0,0,1,1,656000.0
92.716,7,2020,15.0,0,1,1,656000.0
71.203,17,2021,15.0,2,1,1,854000.0
71.203,17,2021,15.0,2,1,1,854000.0
103.075,17,2019,15.0,2,1,1,825000.0
103.075,17,2019,15.0,2,1,1,825000.0
66.842,6,2022,12.0,0,1,1,692500.0
66.842,6,2022,12.0,0,1,1,692500.0
89.216,21,2017,14.0,2,0,1,1066000.0
89.216,21,2017,14.0,2,0,1,1066000.0
54.336,21,2022,15.0,2,0,1,1217000.0
54.336,21,2022,15.0,2,0,1,1243000.0
52.789,17,2021,13.0,2,0,1,855000.0
79.76,7,2021,15.0,1,1,1,1134000.0
92.545,6,2021,12.0,0,1,1,617500.0
54.615,17,2022,13.0,2,0,1,940000.0
69.545,12,2021,16.0,1,1,0,1953000.0
178.039,14,2020,15.0,2,1,1,1000000.0
43.814,17,2022,13.0,2,0,1,867000.0
36.749,19,2022,15.0,2,0,1,1454000.0
37.926,20,2022,15.0,1,0,1,946000.0
43.89,16,2022,15.0,1,1,1,1525000.0
52.145,7,2022,15.0,1,1,1,1392000.0
44.923,17,2022,13.0,2,0,1,897000.0
47.139,6,2022,12.0,0,1,1,694000.0
44.423,6,2022,12.0,0,1,1,714000.0
46.528,17,2022,13.0,2,0,1,965000.0
53.4,6,2021,12.0,0,1,1,565000.0
54.091,17,2022,13.0,2,0,1,980000.0
46.2,6,2022,12.0,0,1,1,665000.0
125.544,9,2016,16.0,1,0,1,985000.0
86.663,7,2018,15.0,0,1,1,612000.0
51.3,17,2022,13.0,2,0,1,847000.0
27.306,17,2020,13.0,2,0,1,750500.0
49.156,17,2022,13.0,2,0,1,877000.0
50.572,4,2022,15.0,0,1,1,635500.0
56.298,2,2022,16.0,1,0,0,2919000.0
47.399,22,2022,15.0,1,0,1,2156000.0
42.503,1,2022,15.0,2,0,1,1370000.0
111.869,6,2020,12.0,0,1,1,648000.0
77.245,2,2021,16.0,1,0,0,1852000.0
51.728,1,2022,15.0,2,0,1,1946000.0
76.418,2,2021,15.0,2,0,1,1563000.0
51.131,17,2022,13.0,2,0,1,977000.0
50.708,15,2021,12.0,1,0,1,1158000.0
80.185,6,2020,12.0,0,1,1,567500.0
77.994,2,2021,16.0,1,0,0,1967000.0
66.836,2,2021,16.0,1,0,0,1930000.0
31.665,22,2022,15.0,1,0,1,2189000.0
38.585,9,2022,16.0,1,0,1,895000.0
51.793,12,2021,16.0,1,1,0,1991000.0
59.396,17,2022,13.0,2,0,1,855000.0
55.698,21,2022,1.0,2,0,1,1080000.0
71.632,6,2017,12.0,0,1,1,565000.0
197.647,7,2017,22.0,0,1,1,740000.0
81.781,17,2019,15.0,2,1,1,804000.0
90.042,16,2019,15.0,1,1,1,1160000.0
80.839,7,2020,15.0,0,1,1,721500.0
54.482,17,2022,13.0,2,0,1,978000.0
107.794,7,2022,15.0,1,1,1,1226000.0
51.169,6,2022,14.0,0,0,1,717000.0
134.118,6,2020,12.0,0,1,1,572500.0
41.42,14,2022,13.0,1,0,1,1301000.0
117.053,7,2020,15.0,0,1,1,703000.0
87.483,17,2021,15.0,2,1,1,821000.0
113.625,7,2019,15.0,1,1,1,839000.0
70.374,7,2020,15.0,1,1,1,882000.0
71.092,4,2021,15.0,0,1,1,622500.0
82.304,6,2020,12.0,0,1,1,641000.0
95.279,7,2015,14.0,0,0,1,605000.0
146.346,17,2020,15.0,2,1,1,818000.0
132.322,17,2019,15.0,2,1,1,753000.0
119.653,6,2019,16.0,2,1,1,689000.0
76.643,2,2021,15.0,2,0,1,1507000.0
45.718,2,2022,16.0,1,0,0,2333000.0
53.878,7,2020,15.0,1,1,1,1070000.0
89.541,2,2021,15.0,2,0,1,1418000.0
89.541,2,2021,15.0,2,0,1,1418000.0
48.618,10,2022,13.0,2,0,1,1112000.0
48.618,10,2022,13.0,2,0,1,1112000.0
77.969,17,2020,13.0,2,0,1,744000.0
78.824,6,2020,16.0,2,1,1,922000.0
67.008,17,2015,12.0,2,0,1,611500.0
53.277,6,2022,12.0,0,1,1,725000.0
40.948,17,2022,13.0,2,0,1,882000.0
55.175,4,2022,12.0,1,0,1,901000.0
91.569,2,2020,16.0,1,0,0,1847000.0
112.154,17,2019,15.0,2,1,1,805000.0
59.03,16,2021,12.0,1,0,1,1073000.0
46.581,10,2022,13.0,2,0,1,1074000.0
41.04,16,2022,15.0,1,1,1,1545000.0
104.086,6,2019,12.0,0,1,1,666500.0
46.025,1,2022,15.0,2,0,1,1958000.0
65.837,6,2022,16.0,2,1,1,772000.0
120.59,7,2020,15.0,1,1,1,920000.0
12.439,6,2023,14.0,0,0,1,730000.0
52.13,6,2022,12.0,0,1,1,691000.0
33.4,4,2017,16.0,0,1,1,645000.0
72.29,16,2022,15.0,1,1,1,1197000.0
43.504,6,2021,14.0,0,0,1,640500.0
91.627,7,2020,15.0,1,1,1,1246000.0
48.312,7,2022,15.0,0,1,1,723500.0
94.568,4,2017,16.0,0,1,1,595000.0
36.631,12,2022,16.0,1,1,0,2923000.0
91.108,6,2020,16.0,2,1,1,672000.0
53.28,6,2021,14.0,0,0,1,725500.0
71.951,17,2021,13.0,2,0,1,830000.0
32.542,6,2022,12.0,0,1,1,730000.0
122.309,6,2021,12.0,0,1,1,632500.0
70.62,19,2021,15.0,2,0,1,1158000.0
47.614,7,2022,15.0,1,1,1,1180000.0
160.98,4,2017,16.0,0,1,1,530000.0
139.116,6,2012,23.0,0,1,1,585000.0
78.55,19,2021,15.0,2,0,1,1187000.0
56.768,6,2022,16.0,2,1,1,748500.0
108.488,17,2020,13.0,2,0,1,696500.0
96.324,17,2020,15.0,2,1,1,863000.0
159.614,6,2018,16.0,0,1,1,634000.0
100.966,7,2019,15.0,1,1,1,846000.0
47.418,16,2021,15.0,1,1,1,1366000.0
42.43,17,2022,13.0,2,0,1,899000.0
42.028,17,2022,13.0,2,0,1,983000.0
108.94,6,2020,16.0,2,1,1,748500.0
81.734,17,2021,13.0,2,0,1,797000.0
119.203,6,2019,12.0,0,1,1,649500.0
47.85,17,2022,13.0,2,0,1,968000.0
10.446,6,2022,16.0,2,1,1,820000.0
58.344,22,2021,15.0,1,0,1,1870000.0
76.309,21,2015,16.0,2,1,1,950000.0
60.629,4,2021,15.0,1,1,1,1355000.0
31.781,7,2022,1.0,1,0,1,800000.0
112.165,18,2016,14.0,0,0,1,833000.0
182.607,17,2009,15.0,0,1,1,417000.0
125.01,6,2019,16.0,2,1,1,635500.0
117.289,7,2020,15.0,1,1,1,838000.0
186.01,7,2020,15.0,1,1,1,827000.0
144.847,6,2019,13.0,0,1,1,535000.0
43.25,2,2022,16.0,1,0,0,2291000.0
22.765,4,2022,12.0,1,0,1,856000.0
51.007,17,2022,13.0,2,0,1,888000.0
159.597,17,2019,15.0,2,1,1,788000.0
43.035,6,2022,12.0,0,1,1,697000.0
75.126,17,2021,13.0,2,0,1,769000.0
152.022,17,2019,15.0,0,1,1,585000.0
155.147,7,2020,15.0,0,1,1,599000.0
63.458,6,2022,12.0,0,1,1,704000.0
182.202,17,2019,15.0,0,1,1,575000.0
67.088,7,2022,15.0,1,1,1,1123000.0
83.5,20,2011,16.0,1,0,1,770000.0
84.5,20,2016,13.0,0,0,1,680000.0
80.204,17,2021,15.0,2,1,1,859000.0
107.023,6,2018,13.0,0,1,1,631500.0
109.368,15,2013,16.0,0,0,1,625000.0
66.876,2,2021,16.0,1,0,0,2366000.0
67.011,2,2020,16.0,1,0,0,1845000.0
48.121,6,2021,14.0,0,0,1,624500.0
31.5,6,2021,14.0,0,0,1,600000.0
51.434,2,2021,16.0,1,0,0,1884000.0
89.15,6,2019,12.0,0,1,1,676000.0
62.491,7,2019,15.0,1,1,1,833000.0
28.808,6,2022,12.0,0,1,1,733000.0
122.457,6,2010,12.0,0,1,1,385000.0
93.839,9,2012,12.0,0,0,1,560000.0
111.64,17,2020,15.0,2,1,1,837000.0
185.46,17,2020,15.0,2,1,1,784000.0
154.175,17,2020,15.0,2,1,1,811000.0
48.702,6,2022,12.0,0,1,1,718000.0
73.259,17,2020,15.0,2,1,1,795000.0
119.308,7,2019,15.0,1,1,1,855000.0
47.656,6,2022,12.0,0,1,1,661500.0
60.052,6,2022,12.0,0,1,1,660000.0
44.76,7,2022,1.0,2,0,1,1010000.0
45.828,12,2022,16.0,1,1,0,3017000.0
81.268,7,2020,15.0,1,1,1,989000.0
68.008,15,2020,15.0,1,1,1,1002000.0
31.088,6,2022,14.0,0,0,1,704500.0
63.78,6,2020,12.0,0,1,1,548500.0
107.906,6,2020,12.0,0,1,1,618500.0
68.887,12,2021,16.0,1,1,0,1833000.0
67.525,2,2021,16.0,1,0,0,1869000.0
224.187,7,2017,15.0,2,1,1,678000.0
57.314,6,2022,12.0,0,1,1,684000.0
152.503,16,2019,15.0,1,1,1,1079000.0
42.027,17,2020,13.0,2,0,1,767000.0
39.289,17,2022,13.0,2,0,1,879000.0
89.852,17,2020,15.0,2,1,1,867000.0
120.379,17,2021,15.0,2,1,1,807000.0
40.582,2,2022,16.0,1,0,0,2297000.0
19.594,17,2022,13.0,2,0,1,934000.0
40.325,17,2021,13.0,2,0,1,1422000.0
76.723,17,2021,15.0,2,1,1,871000.0
30.136,6,2020,16.0,2,1,1,765000.0
52.588,17,2022,1.0,1,0,1,725500.0
73.656,6,2020,13.0,2,0,1,902000.0
51.206,14,2022,13.0,1,0,1,1287000.0
44.763,22,2022,15.0,1,0,1,2159000.0
54.992,2,2021,16.0,1,0,0,2096000.0
23.067,6,2022,14.0,0,0,1,706500.0
40.396,2,2020,15.0,1,0,1,1420000.0
157.596,14,2020,15.0,2,1,1,1043000.0
57.465,6,2022,12.0,0,1,1,711500.0
66.106,7,2018,15.0,2,1,1,831000.0
71.946,15,2020,14.0,1,0,1,772000.0
78.391,16,2020,15.0,1,1,1,1201000.0
65.067,0,2020,16.0,2,1,1,935000.0
26.547,16,2022,15.0,1,1,1,1229000.0
34.021,16,2021,12.0,1,0,1,910000.0
45.921,10,2022,13.0,2,0,1,1061000.0
37.015,16,2022,15.0,1,1,1,1155000.0
38.034,20,2020,18.0,1,3,1,935000.0
50.797,7,2021,15.0,0,1,1,652500.0
99.621,21,2020,15.0,2,0,1,1365000.0
131.966,7,2019,15.0,0,1,1,550000.0
104.777,6,2021,14.0,0,0,1,616500.0
48.08,6,2022,12.0,0,1,1,711000.0
66.349,12,2021,16.0,1,1,0,2086000.0
102.458,6,2020,12.0,0,1,1,567500.0
61.239,17,2021,13.0,2,0,1,815000.0
18.649,9,2022,14.0,1,0,1,810000.0
48.475,17,2022,1.0,0,0,1,620500.0
76.367,2,2021,15.0,2,0,1,1547000.0
189.529,16,2019,15.0,1,1,1,1067000.0
43.719,6,2022,12.0,0,1,1,707500.0
24.063,6,2022,14.0,0,0,1,655500.0
68.156,2,2021,16.0,1,0,0,2500000.0
53.61,6,2022,12.0,0,1,1,707500.0
51.784,7,2022,15.0,0,1,1,797000.0
101.345,7,2019,15.0,1,1,1,837000.0
42.0,17,2022,1.0,1,0,1,845000.0
39.7,17,2022,1.0,1,0,1,845000.0
59.593,17,2021,13.0,2,0,1,854000.0
73.6,6,2021,14.0,0,0,1,662500.0
141.924,7,2020,15.0,0,1,1,650000.0
92.453,6,2020,12.0,0,1,1,675000.0
45.39,17,2021,13.0,2,0,1,1402000.0
83.332,7,2020,15.0,1,1,1,1029000.0
49.076,16,2021,15.0,1,1,1,1297000.0
28.609,1,2022,15.0,2,0,1,2034000.0
47.229,12,2022,16.0,1,1,0,2893000.0
63.714,6,2020,12.0,0,1,1,642000.0
44.317,6,2020,16.0,2,1,1,780500.0
51.607,9,2022,16.0,1,0,1,874000.0
56.43,19,2021,15.0,2,0,1,1267000.0
55.751,1,2022,15.0,2,0,1,1958000.0
36.742,22,2022,15.0,1,0,1,2112000.0
119.926,6,2019,13.0,0,1,1,582500.0
148.09,7,2017,15.0,2,1,1,743000.0
189.59,7,2017,15.0,2,1,1,697000.0
79.979,17,2020,15.0,2,1,1,876000.0
62.833,17,2022,1.0,1,0,1,736500.0
49.585,6,2022,12.0,0,1,1,640500.0
183.085,14,2020,13.0,2,0,1,1004000.0
61.481,6,2022,12.0,0,1,1,702500.0
105.517,6,2019,12.0,0,1,1,666000.0
202.501,7,2017,15.0,2,1,1,723500.0
53.8,21,2022,15.0,2,0,1,1282000.0
75.187,6,2022,12.0,0,1,1,699000.0
42.775,17,2022,13.0,2,0,1,899000.0
46.443,17,2022,13.0,2,0,1,878000.0
84.377,17,2020,15.0,2,1,1,802000.0
35.674,1,2022,15.0,2,0,1,2018000.0
100.267,17,2020,15.0,2,1,1,829000.0
132.188,7,2020,15.0,1,1,1,877000.0
38.537,17,2022,13.0,2,0,1,905000.0
65.453,6,2019,12.0,0,1,1,582500.0
45.888,7,2022,15.0,1,1,1,1157000.0
89.815,7,2020,15.0,0,1,1,686500.0
127.114,6,2020,12.0,0,1,1,595000.0
97.454,6,2019,12.0,0,1,1,671500.0
116.852,6,2020,16.0,2,1,1,741000.0
51.33,7,2022,15.0,0,1,1,799000.0
149.428,7,2020,15.0,0,1,1,658500.0
83.441,17,2021,15.0,2,1,1,898000.0
60.948,16,2021,12.0,1,0,1,1083000.0
65.307,6,2020,16.0,2,1,1,953000.0
76.137,17,2021,13.0,2,0,1,842000.0
64.914,10,2020,16.0,2,1,1,1010000.0
113.406,14,2020,15.0,2,1,1,1106000.0
97.904,7,2020,15.0,0,1,1,673500.0
51.772,16,2022,15.0,1,1,1,1278000.0
66.414,2,2021,15.0,1,0,1,1533000.0
44.933,12,2020,16.0,1,1,0,2827000.0
31.588,16,2022,15.0,1,1,1,1444000.0
87.68,7,2020,15.0,0,1,1,667000.0
55.641,21,2022,1.0,2,0,1,1099000.0
47.896,10,2022,13.0,2,0,1,1114000.0
67.016,6,2022,12.0,0,1,1,691000.0
185.875,6,2018,16.0,0,1,1,610500.0
54.479,17,2022,13.0,2,0,1,1017000.0
49.489,1,2022,15.0,2,0,1,1995000.0
9.087,7,2022,1.0,2,0,1,1175000.0
38.8,6,2020,16.0,2,1,1,799000.0
50.066,7,2022,15.0,0,1,1,814000.0
64.544,16,2021,15.0,1,1,1,1071000.0
52.472,6,2022,14.0,0,0,1,664000.0
59.657,7,2016,16.0,0,1,1,650279.0
33.066,6,2020,16.0,2,1,1,962000.0
74.7,21,2017,14.0,0,0,1,999000.0
51.864,15,2018,16.0,1,1,1,1184000.0
43.327,7,2022,1.0,2,0,1,1021000.0
43.713,2,2022,16.0,1,0,0,2313000.0
47.64,2,2021,16.0,1,0,0,2566000.0
75.664,7,2020,15.0,1,1,1,1010000.0
115.331,7,2020,15.0,0,1,1,644000.0
108.653,15,2020,12.0,1,0,1,735000.0
29.902,17,2021,13.0,2,0,1,884000.0
37.93,6,2022,12.0,0,1,1,727000.0
19.471,6,2022,12.0,0,1,1,740000.0
110.433,17,2019,15.0,2,1,1,828000.0
131.655,6,2020,12.0,0,1,1,583000.0
85.238,21,2019,16.0,2,1,1,786000.0
108.199,6,2020,16.0,2,1,1,745000.0
130.276,6,2020,16.0,2,1,1,720000.0
46.907,17,2022,13.0,2,0,1,820000.0
109.666,7,2020,15.0,1,1,1,891000.0
39.637,22,2022,15.0,1,0,1,2171000.0
64.229,6,2022,12.0,0,1,1,685500.0
48.37,17,2022,13.0,2,0,1,896000.0
166.084,6,2018,13.0,0,1,1,542500.0
65.3,6,2020,16.0,2,1,1,750000.0
43.839,12,2022,16.0,1,1,0,2993000.0
90.051,4,2021,15.0,0,1,1,617000.0
105.897,6,2020,16.0,2,1,1,723000.0
122.428,7,2020,15.0,0,1,1,688500.0
55.853,17,2022,1.0,0,0,1,616500.0
71.261,17,2021,1.0,1,0,1,637000.0
53.671,6,2020,16.0,2,1,1,657000.0
56.034,6,2016,14.0,0,0,1,549200.0
132.717,7,2017,22.0,0,1,1,695000.0
109.281,7,2013,16.0,0,1,1,650800.0
30.983,7,2020,2.0,0,1,1,620400.0
53.141,17,2022,13.0,2,0,1,891000.0
59.025,15,2020,14.0,1,0,1,798000.0
141.395,21,2020,16.0,2,1,1,740000.0
189.005,6,2020,12.0,0,1,1,603000.0
59.578,6,2022,16.0,2,1,1,762000.0
51.749,17,2022,13.0,2,0,1,892000.0
59.41,15,2021,15.0,1,1,1,971000.0
47.714,16,2022,15.0,1,1,1,1189000.0
93.679,7,2020,15.0,0,1,1,691000.0
138.979,7,2020,15.0,1,1,1,801000.0
88.545,6,2020,12.0,0,1,1,588000.0
98.055,15,2019,16.0,1,1,1,881500.0
194.924,7,2012,2.0,2,1,1,550500.0
109.753,21,2019,15.0,2,0,1,970300.0
